# This is an energyscan from ideadb.uibk.ac.at
# It shows CH2COOH- coming from ß-Alanine (C3H7NO2)
# Creation date: May 1, 2011
# It was published in "Dissociative Electron Attachment to ß-Alanine" in ChemPhysChem in 2011
# DOI: 10.1002/cphc.201001014
# Further information: http://ideadb.uibk.ac.at/view/54
# Electron Energy	1/s
5.110000	10.157840
5.130000	10.290380
5.150000	10.475940
5.170000	11.371900
5.190000	12.479940
5.210000	12.591270
5.230000	12.935870
5.250000	13.036600
5.270000	14.202950
5.290000	14.054510
5.310000	14.600570
5.330000	15.014100
5.350000	15.745710
5.370000	16.111520
5.390000	16.366000
5.410000	15.883560
5.430000	16.307680
5.450000	16.450820
5.470000	16.546250
5.490000	16.609870
5.510000	16.779520
5.530000	16.556860
5.550000	16.567460
5.570000	16.180440
5.590000	15.989590
5.610000	16.000190
5.630000	15.872950
5.650000	15.104220
5.670000	14.271870
5.690000	14.600570
5.710000	14.202950
5.730000	13.709900
5.750000	12.755620
5.770000	12.866950
5.790000	12.564760
5.810000	12.098220
5.830000	12.082320
5.850000	11.382510
5.870000	11.430220
5.890000	10.608480
5.910000	10.110130
5.930000	9.341400
5.950000	9.362600
5.970000	8.800630
5.990000	8.641590
6.010000	7.920570
6.030000	8.339400
6.050000	7.803940
6.070000	7.003400
6.090000	6.950380
6.110000	6.674700
6.130000	6.213460
6.150000	6.287680
6.170000	5.545460
6.190000	5.290980
6.210000	4.919870
6.230000	5.126630
6.250000	4.697210
6.270000	4.336700
6.290000	3.965590
6.310000	4.151140
6.330000	3.896670
6.350000	3.451330
6.370000	3.642190
6.390000	3.265780
6.410000	3.106730
6.430000	3.059020
6.450000	3.127940
6.470000	2.698510
6.490000	2.645490
6.510000	2.565970
6.530000	2.534160
6.550000	2.242570
6.570000	2.078220
6.590000	1.871460
6.610000	2.194860
6.630000	1.839650
6.650000	2.062320
6.670000	1.776030
6.690000	1.749520
6.710000	1.685900
6.730000	1.659400
6.750000	1.447330
6.770000	1.479140
6.790000	1.447330
6.810000	1.595780
6.830000	1.420830
6.850000	1.399620
6.870000	1.389020
6.890000	1.261780
6.910000	1.288290
6.930000	1.171650
6.950000	1.166350
6.970000	1.108030
6.990000	1.060320
7.010000	1.023210
7.030000	1.081520
7.050000	1.070920
7.070000	0.869460
7.090000	0.927780
7.110000	0.853560
7.130000	1.012600
7.150000	0.779330
7.170000	0.954290
7.190000	0.805840
7.210000	0.715710
7.230000	0.731620
7.250000	0.763430
7.270000	0.758130
7.290000	0.789940
7.310000	0.726320
7.330000	0.699810
7.350000	0.683900
7.370000	0.689210
7.390000	0.604380
7.410000	0.599080
7.430000	0.567270
7.450000	0.493050
7.470000	0.567270
7.490000	0.572570
7.510000	0.508950
7.530000	0.551370
7.550000	0.556670
7.570000	0.546060
