# This is an energyscan from ideadb.uibk.ac.at
# It shows C4H2N2O2- coming from Uracil (C4H4N2O2)
# Creation date: Dec. 30, 2004
# It was published in "Electron attachment to gas-phase uracil" in Journal of Chemical Physics in 2004
# DOI: 10.1063/1.1649724
# Further information: http://ideadb.uibk.ac.at/view/42
# Electron Energy	1/s
8.350920	0.035660
8.380340	0.041070
8.409760	0.030370
8.439180	0.029520
8.468600	0.028220
8.498020	0.025910
8.527440	0.021410
8.556860	0.023510
8.586280	0.018190
8.615700	0.021260
8.645120	0.021380
8.674540	0.023920
8.703960	0.018440
8.733380	0.023570
8.762800	0.020940
8.792220	0.020760
8.821640	0.023480
8.851060	0.022400
8.880480	0.017340
8.909900	0.020750
8.939320	0.016460
8.968740	0.013710
8.998160	0.014600
9.027580	0.014160
9.057000	0.011310
9.086420	0.010690
9.115840	0.010130
9.145260	0.010360
9.174680	0.010270
9.204100	0.012720
9.233520	0.010300
9.262940	0.010140
9.292360	0.009860
9.321780	0.010230
9.351200	0.009400
9.380620	0.011680
9.410040	0.009790
9.439460	0.008620
9.468880	0.008120
9.498300	0.008460
9.527720	0.006310
9.557140	0.006190
9.586560	0.007460
9.615980	0.008460
9.645400	0.007410
9.674820	0.008990
9.704240	0.011710
9.733660	0.012990
9.763080	0.013220
9.792500	0.011030
9.821920	0.010180
9.851340	0.009180
9.880760	0.007820
9.910180	0.009160
9.939600	0.008730
9.969020	0.010480
9.998440	0.014440
10.027860	0.011840
10.057280	0.013510
10.086700	0.010890
10.116120	0.013320
10.145540	0.012570
10.174960	0.012270
10.204380	0.015080
10.233800	0.009900
10.263220	0.015780
10.292640	0.011650
10.322060	0.016600
10.351480	0.015850
10.380900	0.013980
10.410320	0.013460
10.439740	0.014690
10.469160	0.014010
10.498580	0.013950
10.528000	0.017890
10.557420	0.015300
10.586840	0.016550
10.616260	0.014350
10.645680	0.016020
10.675100	0.012500
10.704520	0.012210
10.733940	0.015470
10.763360	0.014600
10.792780	0.013170
10.822200	0.014310
10.851620	0.012560
10.881040	0.015900
10.910460	0.015110
10.939880	0.012430
10.969300	0.015850
