12.5	0.095
12.52	0.095
12.54	0.095
12.56	0.095
12.58	0.095
12.6	0.095
12.62	0.095
12.64	0.095
12.66	0.095
12.68	0.095
12.7	0.095
12.72	0.095
12.74	0.095
12.76	0.095
12.78	0.095
12.8	0.095
12.82	0.095
12.84	0.095
12.86	0.095
12.88	0.095
12.9	0.095
12.92	0.095
12.94	0.095
12.96	0.095
12.98	0.095
13	0.095
13.02	0.095
13.04	0.095
13.06	0.095
13.08	0.095
13.1	0.095
13.12	0.095
13.14	0.095
13.16	0.095
13.18	0.095
13.2	0.095
13.22	0.095
13.24	0.095
13.26	0.095
13.28	0.095
13.3	0.095
13.32	0.095
13.34	0.095
13.36	0.095
13.38	0.095
13.4	0.095
13.42	0.095
13.44	0.095
13.46	0.097
13.48	0.103
13.5	0.118
13.52	0.151
13.54	0.207
13.56	0.296
13.58	0.423
13.6	0.599
13.62	0.829
13.64	1.124
13.66	1.491
13.68	1.938
13.7	2.475
13.72	3.111
13.74	3.853
13.76	4.711
13.78	5.694
13.8	6.811
13.82	8.07
13.84	9.482
13.86	11.055
13.88	12.799
13.9	14.723
13.92	16.837
13.94	19.149
13.96	21.67
13.98	24.409
14	27.376
14.02	30.579
14.04	34.03
14.06	37.738
14.08	41.712
14.1	45.963
14.12	50.499
14.14	55.332
14.16	60.471
14.18	65.927
14.2	71.708
14.22	77.825
14.24	84.289
14.26	91.109
14.28	98.295
14.3	105.858
14.32	113.809
14.34	122.156
14.36	130.911
14.38	140.083
14.4	149.684
14.42	159.722
14.44	170.21
14.46	181.157
14.48	192.574
14.5	204.471
14.52	216.858
14.54	229.747
14.56	243.148
14.58	257.07
14.6	271.526
14.62	286.525
14.64	302.078
14.66	318.196
14.68	334.889
14.7	352.169
14.72	370.046
14.74	388.53
14.76	407.633
14.78	427.365
14.8	447.737
14.82	468.76
14.84	490.444
14.86	512.802
14.88	535.843
14.9	559.578
14.92	584.019
14.94	609.176
14.96	635.06
14.98	661.683
15	689.055
15.02	717.187
15.04	746.091
15.06	775.777
15.08	806.257
15.1	837.541
15.12	869.641
15.14	902.568
15.16	936.333
15.18	970.947
15.2	1006
15.22	1043
15.24	1080
15.26	1118
15.28	1157
15.3	1197
15.32	1238
15.34	1280
15.36	1323
15.38	1366
15.4	1411
15.42	1457
15.44	1503
15.46	1551
15.48	1600
15.5	1649
15.52	1700
15.54	1752
15.56	1805
15.58	1859
15.6	1914
15.62	1970
15.64	2027
15.66	2086
15.68	2145
15.7	2206
15.72	2268
15.74	2331
15.76	2395
15.78	2460
15.8	2527
15.82	2595
15.84	2664
15.86	2734
15.88	2805
15.9	2878
15.92	2952
15.94	3027
15.96	3104
15.98	3182
16	3261
16.02	3342
16.04	3424
16.06	3507
16.08	3592
16.1	3678
16.12	3765
16.14	3854
16.16	3944
16.18	4036
16.2	4129
16.22	4223
16.24	4319
16.26	4417
16.28	4516
16.3	4616
16.32	4718
16.34	4822
16.36	4927
16.38	5033
16.4	5141
16.42	5251
16.44	5362
16.46	5475
16.48	5589
16.5	5706
16.52	5823
16.54	5943
16.56	6064
16.58	6186
16.6	6311
16.62	6437
16.64	6564
16.66	6694
16.68	6825
16.7	6958
16.72	7092
16.74	7229
16.76	7367
16.78	7507
16.8	7649
16.82	7792
16.84	7938
16.86	8085
16.88	8234
16.9	8385
16.92	8538
16.94	8693
16.96	8849
16.98	9008
17	9168
17.02	9331
17.04	9495
17.06	9661
17.08	9829
17.1	10000
17.12	10170
