18.5	5.739
18.53	4.348
18.56	4
18.59	5.826
18.62	3.13
18.65	6.087
18.68	4.609
18.71	4.957
18.74	5.652
18.77	4.348
18.8	5.826
18.83	3.478
18.86	7.13
18.89	2.261
18.92	4.783
18.95	4.609
18.98	4.957
19.01	5.043
19.04	4.522
19.07	5.217
19.1	5.913
19.13	3.913
19.16	6
19.19	4.522
19.22	4.087
19.25	4.87
19.28	4.783
19.31	3.913
19.34	6.087
19.37	6.087
19.4	5.043
19.43	6.957
19.46	4.87
19.49	5.391
19.52	4.261
19.55	7.217
19.58	5.043
19.61	8.261
19.64	5.304
19.67	7.739
19.7	8.783
19.73	6.87
19.76	10.17
19.79	8.174
19.82	7.739
19.85	5.13
19.88	7.652
19.91	4.957
19.94	6.261
19.97	6.609
20	9.565
20.03	4.696
20.06	4.957
20.09	5.739
20.12	3.913
20.15	5.217
20.18	4.696
20.21	5.13
20.24	5.826
20.27	4.87
20.3	7.304
20.33	8.609
20.36	5.304
20.39	7.304
20.42	6.87
20.45	8.174
20.48	8.087
20.51	7.304
20.54	10.17
20.57	10.78
20.6	12.43
20.63	11.65
20.66	12.7
20.69	15.39
20.72	17.3
20.75	18.7
20.78	18.17
20.81	20.35
20.84	19.13
20.87	21.39
20.9	21.91
20.93	24.09
20.96	24.96
20.99	26.35
21.02	27.3
21.05	26
21.08	28.61
21.11	27.83
21.14	32.61
21.17	28.26
21.2	36.17
21.23	36.18
21.26	41.82
21.29	37.73
21.32	37.64
21.35	43.82
21.38	41.73
21.41	41.09
21.44	42.36
21.47	44.82
21.5	45.91
21.53	44.36
21.56	51
21.59	51.18
21.62	54.36
21.65	48.36
21.68	51.64
21.71	55.36
21.74	56.64
21.77	63.64
21.8	55.36
21.83	60.18
21.86	65.27
21.89	67.36
21.92	71.64
21.95	68.27
21.98	72.27
22.01	76.27
22.04	74.55
22.07	69.73
22.1	79.55
22.13	79.45
22.16	84.36
22.19	78.36
22.22	93.27
22.25	85.36
22.28	91.09
22.31	95
22.34	93.55
22.37	95.73
22.4	93.91
22.43	97
22.46	103.4
22.49	102.5
