8	12.26
8.03	0
8.06	0
8.09	0
8.12	0
8.15	0
8.18	0
8.21	0.08696
8.24	0
8.27	0
8.3	0
8.33	0.08696
8.36	0
8.39	0.2609
8.42	0
8.45	0
8.48	0
8.51	0
8.54	0.1739
8.57	0
8.6	0.08696
8.63	0
8.66	0.08696
8.69	0.2609
8.72	0.08696
8.75	0
8.78	0
8.81	0
8.84	0.3478
8.87	0
8.9	0
8.93	0
8.96	0.3478
8.99	0.5217
9.02	0
9.05	0
9.08	0
9.11	0
9.14	0.08696
9.17	0.1739
9.2	0.1739
9.23	0
9.26	0
9.29	0.08696
9.32	0
9.35	0
9.38	0.1739
9.41	0
9.44	0.1739
9.47	0.4348
9.5	0.08696
9.53	0.08696
9.56	0.2609
9.59	0.6087
9.62	0.4348
9.65	0.08696
9.68	0.9565
9.71	1.043
9.74	2.522
9.77	2.348
9.8	2.261
9.83	3.652
9.86	3.739
9.89	4.609
9.92	4.087
9.95	5.826
9.98	7.304
10.01	8.957
10.04	8.522
10.07	12.7
10.1	14.96
10.13	17.13
10.16	20.96
10.19	21.48
10.22	29.22
10.25	28.52
10.28	31.83
10.31	34.17
10.34	40.61
10.37	43.91
10.4	50.17
10.43	49.48
10.46	53.13
10.49	57.48
10.52	66.35
10.55	72.09
10.58	79.48
10.61	86.17
10.64	92.35
10.67	106.5
10.7	108.5
10.73	120.3
10.76	126.5
10.79	126.8
10.82	140.7
10.85	137.7
10.88	154.8
10.91	158.2
10.94	166
10.97	181.2
11	184.2
11.03	194.4
11.06	211.5
11.09	214.4
11.12	225.2
11.15	244.9
11.18	241.4
11.21	260.5
11.24	268.8
11.27	268.3
11.3	289
11.33	312.4
11.36	309.2
11.39	335.2
11.42	338
11.45	342.7
11.48	350.6
11.51	373.7
11.54	390.6
11.57	397.7
11.6	417.4
11.63	415.6
11.66	433.4
11.69	459.2
11.72	453.4
11.75	467.4
11.78	492.5
11.81	479.9
11.84	520.2
11.87	523.3
11.9	540.3
11.93	546.5
11.96	526.8
11.99	574
12.02	610.8
12.05	610.3
12.08	612.4
12.11	631.7
12.14	666.5
12.17	670
12.2	670.4
12.23	707.3
12.26	712.3
12.29	731.6
12.32	765.8
12.35	771.1
12.38	799.6
12.41	795.7
12.44	807.5
12.47	831.5
12.5	844.4
12.53	848.4
12.56	855.2
12.59	884.6
12.62	872.6
12.65	906
12.68	944.1
12.71	952.1
12.74	970
12.77	985.2
12.8	1013
12.83	1018
12.86	1032
12.89	1057
12.92	1075
12.95	1085
12.98	1093
13.01	1138
13.04	1154
13.07	1155
13.1	1168
13.13	1169
13.16	1170
13.19	1225
13.22	1220
13.25	1261
13.28	1258
13.31	1277
13.34	1324
13.37	1327
13.4	1327
13.43	1373
13.46	1390
13.49	1408
