# This is an energyscan from ideadb.uibk.ac.at
# It shows OCN- coming from Uracil (C4H4N2O2)
# Creation date: Dec. 30, 2004
# It was published in "Electron attachment to gas-phase uracil" in Journal of Chemical Physics in 2004
# DOI: 10.1063/1.1649724
# Further information: http://ideadb.uibk.ac.at/view/36
# Electron Energy	1/s
9.940000	14.285490
9.960000	13.854300
9.980000	15.254320
10.000000	13.165450
10.020000	13.665690
10.040000	12.817220
10.060000	12.664100
10.080000	11.594340
10.100000	12.892010
10.120000	13.125170
10.140000	13.072190
10.160000	13.490380
10.180000	12.614670
10.200000	12.216710
10.220000	11.927280
10.240000	12.536640
10.260000	11.417530
10.280000	11.788930
10.300000	10.176730
10.320000	10.825070
10.340000	11.227800
10.360000	10.458920
10.380000	10.600860
10.400000	10.338290
10.420000	10.665830
10.440000	10.360430
10.460000	10.400120
10.480000	9.877340
10.500000	9.127360
10.520000	9.114310
10.540000	8.884950
10.560000	9.146510
10.580000	8.555650
10.600000	9.265290
10.620000	9.333030
10.640000	9.148830
10.660000	8.414550
10.680000	8.541760
10.700000	8.644440
10.720000	7.853360
10.740000	7.412840
10.760000	7.845340
10.780000	7.427170
10.800000	8.117850
10.820000	7.874040
10.840000	7.397310
10.860000	7.415430
10.880000	7.339440
10.900000	7.846480
10.920000	6.887280
10.940000	6.454790
10.960000	6.994950
10.980000	5.776040
11.000000	5.355210
11.020000	5.818910
11.040000	6.408880
11.060000	5.879490
11.080000	5.742660
11.100000	5.334020
11.120000	6.176440
11.140000	5.835290
11.160000	6.568120
11.180000	5.943260
11.200000	5.685530
11.220000	6.031280
11.240000	5.884330
11.260000	6.012680
11.280000	5.671520
11.300000	5.157650
11.320000	4.920850
11.340000	4.728540
11.360000	4.116150
11.380000	4.467120
11.400000	4.818350
11.420000	4.213280
11.440000	4.249190
11.460000	3.568140
11.480000	3.445370
11.500000	3.530170
11.520000	3.615620
11.540000	4.139710
11.560000	4.017150
11.580000	4.503410
11.600000	4.006880
11.620000	3.686120
11.640000	3.588110
11.660000	3.514190
11.680000	3.530850
11.700000	3.612350
11.720000	2.971750
11.740000	2.857850
11.760000	2.699120
11.780000	2.679210
11.800000	3.549440
11.820000	2.862980
11.840000	2.029540
11.860000	2.494580
11.880000	2.389620
11.900000	1.918240
11.920000	2.157950
11.940000	2.081490
11.960000	1.889580
11.980000	1.502380
12.000000	1.641240
12.020000	1.806910
12.040000	1.586010
12.060000	1.567150
12.080000	1.344540
12.100000	1.723890
12.120000	1.506370
12.140000	1.695640
12.160000	1.282940
12.180000	1.259850
12.200000	2.014990
12.220000	1.236250
12.240000	1.040060
12.260000	0.949540
12.280000	0.991150
12.300000	0.976090
12.320000	0.794150
12.340000	1.124580
12.360000	1.245980
12.380000	0.851910
12.400000	1.251200
12.420000	1.044520
12.440000	1.032750
12.460000	1.210540
12.480000	0.873050
12.500000	0.825420
12.520000	1.073380
12.540000	0.719630
12.560000	0.570710
12.580000	0.730160
12.600000	0.697860
12.620000	0.471710
12.640000	0.549060
12.660000	0.627880
12.680000	0.412750
12.700000	0.513630
12.720000	0.530000
12.740000	0.548510
12.760000	0.746960
12.780000	0.607300
12.800000	0.433190
12.820000	0.245730
